Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
Name A Word Or Phrase That’s Often Followed Up With An Exclamation Point,Wow,30,Hey/Hi,22,Stop/No,19,What,8,Help,7,Oh My,7,Yes/Yeah,5
Name Something That Only A Nosy Person Would Look Through,Your Windows,24,Your Diary/Journal,20,Medicine Cabinet/Closet,19,Your Purse,15,Your Mail,11,Cell Phone Records,4,Your Trash,3
Name A Public Place Where Even An Adult Can Get Lost Easily,Mall,45,Amusement Park,22,Park,10,Fair,6,Parking Garage,5,Airport,4,Zoo,4
Tell Me A Way To Communicate Without Technology.,Face To Face,36,Mail,29,Sign Language,15,Smoke Signal,6,Morse Code,5,Telapathy,4,Body Language,4
"Past or present, name a famous singing duo.",Sonny and Cher,37,The Judds,24,The Osmonds,12,Ike and Tina,7,The Carpenters,7,Simon and Garfunkle,5,Captain and Tennille,4
"Past Or Present, Name A Famous Singing Duo",SonnyAnd Cher,37,The Judds,24,The Osmonds,12,Ike And Tina Turner,7,The Carpenters,7,Simon And Garfunkle,5,Captain And Tennille,4
Name Something People Get Trapped In,Relationship,27,Elevator,16,Lies,15,Car,14,Debt,11,Traffic,5,Cave,4
Name Something An Office Worker Says They Could Use More Of.,Paper,28,Time,16,Money,16,Pens/Pencils,12,Breaks/Time Off,11,Assistance,7,Coffee,6
Name A Food That You Wish Was Healthy So You Could Eat It Every Day.,Pizza,30,Candy,24,Ice Cream,18,Cake,10,Chips,6,French Fries,5,Cookies,4
Name A Dessert That’s Made With Chocolate.,Cake,32,Mousse,21,Pudding,15,Brownies,10,Ice Cream,8,Candy,3,Donuts,3
Name A Makeup Women Apply To Their Face.,Foundation,26,Blush,18,Lipstick,18,Eye Shadow,12,Powder,9,Mascara,6,Eyeliner,3
"Besides Books, Name Something Else People Might Put On A Bookshelf.",Pictures,45,DVDS,23,Bookends,12,Trophies,5,Music,5,Magazines,4,Folders,3
"If A 10-Year-Old Ran His Own Restaurant, Name Something You Might See On The Menu.",Pizza,31,Candy,16,Hot Dogs,14,Ice Cream,10,hamburger,8,Peanut Butter & Jelly,7,French Fries,5
Name The Best Place To Pick Up A New Joke,Bar,38,Internet,14,Work,14,TV,9,Comedy Club,8,Party,5,Friends,4
Name Something Most People Hate About Fall.,Raking Leaves,45,Cold Weather,24,Allergies,11,Rain,7,School Starts,6,Gets Drink Earlier,4,Gets Dark Erlier,4
Tell Me An Actor In The History Of Cinema Known For His Slapstick Comedy.,Jim Carrey,26,Charlie Chaplin,21,Chevy Chase,16,Eddie murphy,11,Steve Martin,8,Robbin Williams,7,Jerry Lewis,6
Name Something People Know About Michael Douglas.,Actor,32,Catherine Zeta Jones,16,Won Oscars,15,Son Of Kirk Douglas,13,Streets Of SF,8,Producer,6,Movies,3
Name Something A Mom Says That Her Kids Pretend Not To Hear.,Clean Your Room,43,Go To Bed,18,Do Your Homework,12,Eat Your vegetables,8,be Quiet,7,Their Name,4,No,3
Name Something A Man Might Put In His Hair.,Gel,42,Mousse,24,Grease,10,Shampoo,7,Hair Spray,7,Dye,5,Oil,3
"If You Lived On Sesame Street, Name Somebody You Might Be Friends With.",Big Bird,31,Elmo,18,Grover,14,Ernie And Bert,12,Kermit,10,Cookie Monster,9,Oscar The Grouch,5
"Name something you do each day, but you never see soap opera characters doing.",Laundry,31,Clean,22,Eat,14,Go to work,10,sleep,8,use bathroom,7,shop,5
Name Something That People Might Be Seen Doing In Their Vehicles As A Rest Area Along The Freeway,Sleeping,38,Eating/Drinking,17,Kissing,14,Use Phone,11,freshening Up,8,Reading Map,4,Smoking,3
Which Movie Should Only Be Watched On A Giant Screen?,Lord Of The Rings,21,Star Wars,20,Titanic,19,Jaws,14,King Kong,12,Jurassic Park,6,The Matrix,5
Name Some Leisure Activity You Often Spend More Time Doing Than You Originally Expected To.,Reading,31,Watching TV,18,Sleeping,15,Golfing,9,Swimming,9,Shopping,8,Using A Computer,6
Name A Type Of Store You’d Find In Just About All Shopping Malls.,Clothing,26,Shoe Store,16,Bookstore,15,Toy Store,14,Food,13,Department Store,11,Videogame,5
