Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6
Name Something People Know About Paul Newman.,Actor,25,Movies,22,Blue Etes,20,Salad dressing,11,Liberal Politics,9,Popcorn,6
Name Someone Kids Write Letters To.,Santa,61,Parents,11,Grandparents,9,Friends,5,Pen Pal,5,President,3
"Name Something You Really Only Need One Of, But Most Households Have More",TV,51,Car,25,Pets,10,Phone,4,Bathroom,4,Property/House,4
"Besides The Ball, Name Something You Need To Play Soccer.",Players,27,Net,25,Cleats,20,Feet,11,Uniform,7,Protective Gear,4
Name Something A Man Might Do If He Nicks Himself While Shaving.,Put Toilet Paper On It,44,Curse,19,Put Bandaid On It,12,Says Ouch,11,Let It Bleed,7,Put Alcohol On It,5
Name A Cereal That Is Often Use In The Making Of Holiday Treats,Rice Krispies,71,Chex,7,Cheerios,6,Froot Loops,5,Corn Flakes,2,Quaker Oats,2
Tell Me A Critter You’d Only Eat If You Were Stranded In The Woods For Weeks?,Squirrel,42,Ants/Bugs,15,Worms,14,Rat/Mouse,12,Rabbit,9,Raccoon,5
Name A Job You’d Accept Just To Get Access To The “Company Car.”,Car Sales,35,Limo Driver,25,Police,18,Delivery Person,9,Taxi,8,Racecar Driver,3
Name Something A Car Can’t Run Without,Gas,70,Battery,8,Oil,6,Engine,5,Tires,4,Radiator,2
Name Something Specific That Is Sold By The Bunch.,Bananas,29,Grapes,28,Flowers,22,Carrots,9,Onions,3,Radishes,3
Name Something You’d See If You Were Trapped In A Dungeon,Chains/Bars,29,Dragons,26,Bones,24,Bats,6,Candles/Darkness,6,Rats/Mice,5
Name Something Men Do In The Bathroom That Really Ticks Women Off.,Leave Seat Up,34,Pee On Seat,26,Don’t Clean Sink,21,Cut Their Hair,5,Leave Underware,4,Read,3
Name Something Associated With Princess Leia.,Star Wars,29,Hairstyle,25,Han Solo,14,Luke Skywalker,11,Darth Vader,9,Rebel Alliance,5
Name Something That Kids And Some Adults Both Collect,Coins,37,Baseball Cards,22,Stamps,19,Comic Books,9,Toys,7,Records,3
Name Something Associated With E.T.,Phone Home,47,Alien,16,Flying Bike,14,Steven Spielberg,12,Drew Barrymore,3,Reese’s Pieces,3
Name Something A Celeb Has To Do Before An Awards Ceremony Starts,Get Dressed,34,Walk Red Carpet,25,Hair/Makeup,15,Interview,11,Take Pictures,7,Reherse,3
Name The Worst Place You Could Have A Sneezing Fit.,Church,55,Work,13,Movies,10,Library,9,Driving A Car,7,Restaurant,6
Name A Place People Have A Holiday Dinner.,Parent’s House,37,Own House,29,Grandparents Home,20,Table,3,In Laws’ House,2,Restaurant,2
Name Something You’d Hate To Land In After Skydiving.,Water,35,Cow Pie,24,Mud,10,Cactus,9,Tree,8,Rocks,8
Name Something That Might Make You Throw Up.,Food Poisoning,41,Drinking,21,Somebody Vomits,11,Flu,8,Medicine,5,Roller Coaster,3
Name Something That You Would Buy At A Bakery For Christmas.,Cookies,40,Cake,17,Pie,16,Fruit Cake,10,Bread,5,Rolls,5
Name Something Moms Tell Their Children Not To Climb On.,Furniture,38,Trees,23,Countertop,17,Ladders,8,Their Parents,5,Roof,5
Name A Unit Of Currency That’s Used In A Foreign Country,Euros,24,Pound,22,Yen,21,Pesos,15,Francs,13,Rupees,5
Tell Me Something That Every Country Singer Needs.,Guitar,51,Coyboy Hat,22,Great Voice,14,Boots,6,Accent/Twang,4,Sad Song,3
Name Something You Can Buy At A Western Store You Probably Can’t Buy In A Regular Clothes Store.,Cowboy Boots,41,Cowboy Hat,34,Chaps,7,Spurs,6,Rope,3,Saddle,3
"If You Were Looking To Get Thrown Out Of Army Boot Camp, Name Something Specific You Might Refuse To Do.",Wake Up Early,29,Do Exercises,28,Follow Orders,14,Make Bed,10,March,9,Salute,4
Where Do Many Kids Think That Babies Come From?,The Stork,56,Heaven,16,A Cabbage Patch,7,Mom’s Tummy,7,The Hospital,6,Santa Clause,3
Name A Shade Of Blue (Light And Dark Are Not Answers),Navy Blue,24,Baby Blue,22,Sky Blue,19,Teal/Turquoise,14,Royal,6,Sapphire,4
Name Something Kids Love To Ride On.,Bicycle,30,Pony/Horse,25,Carousel,14,Dads Shoulders,12,Riding Mower,9,School Bus,5
Name Something Associated With John Travolta.,Dancing,33,Saturday Night Fever,26,Pulp Fiction,15,Grease,11,Pilot,5,Scientology,4
Name Something That Is Different About Writing A Research Paper On A Computer Than On A Typewriter.,Faster Editing,41,Spell Check,24,Printing,12,nternet Access,8,Quieter,7,Screen,6
Name Something That Gets Stripped.,Paint/Wall Paper,29,Wood/Furniture,22,Used/Stolen Car,15,Bedding,14,Clothes/People,12,Screw,5
Name A Circus Animal That Looks Better In Costume Than It Does Naturally.,Elephant,30,Monkey,29,Bear,17,Lion,9,Tiger,5,Seal,3
Name Something People Trade,Cars,29,Trading Cards,28,Phone Numbers,13,Dance Partners,8,Stocks,8,Secrets,7
Name Something You Might See In A Bathtub,Water,44,Soap,26,Ring,13,Rubber Duck,10,Bubbles,5,Shampoo,2
"Besides Sleep, Name Something You’d Rather Do With The Time You Spend Commuting To And From Work",Read,40,Eat,19,Watch TV,15,Make love,8,Play Games,7,Shop,5
Name An Activity That You Wear Comfortable Shoes For.,Running,29,Walking,27,Dancing,25,Sports,10,Exercise,5,Shopping,3
Name Something You Might Accidentally Leave In A Department Store Fitting Room.,Purse,51,Clothes,25,Hat,9,Keys,6,Hangers,5,Shopping Bags,3
Name Something You Dread Having Done While At Your Dentist Appointment,Filling,49,Root Canal,25,Teeth Pulled,9,Teeth Cleaned,6,Teeth Flossed,4,Shot,4
Name A Term That Uses The Word “Shot.”,Shotgun,28,Hot Shot,25,Long Shot,20,Shot Glass,14,Sling Shot,12,Shot In The Dark,4
Name Something An Impatient Person Might Do While Waiting In Line,Complain,27,Tap Foot,25,Yell,14,Bite Nails,12,Swear,9,Sigh/Moan,6
Name A Way A Kid Might Get Around Town,Bike,42,Bus,15,Parents,14,Walking,13,Scooter,9,Skateboard,7
Name An Activity You’d Never Do Without Wearing A Helmet,Ride A Bicycle,35,Play Football,22,Ride A Motorcycle,16,Rock Climb,10,Skydive,10,Skateboard,4
Name Something You May Not Be Good At The First Time You Do It.,Ride A Bike,32,Driving,21,Cooking,14,Golf,11,Skiing,9,Skating,8
Name Something People Do In Hawaii That They Don’t Do In Alaska In The Winter,Surf,27,Swim,25,Sun Bathe,23,Wear Bathing Suits,7,Hula Dance,6,Skinny Dip,5
Name An Animal With A Fluffy Tail.,Rabbit,41,Cat,19,Squirrel,14,Husky/Dog,12,Fox,7,Skunk,4
"If Santa’s Reindeer Couldn’t Fly On Christmas Eve, What Mode Of Transportation Might He Use Instead?",Airplane,41,Car,26,Bus,10,Train,9,Helicopter,8,Sled,6
Name A Fairy Tale Character Whose Name Would Cause Her To Stand Out In The Real World.,Cinderella,37,Snow White,24,Little Red Riding Hood,19,Rapunzel,5,Goldy Locks,4,Sleeping Beauty,3
Name Something That Annoys You When You Ride The Bus,People Talking,27,No Seats,22,Crowds,21,The Homeless,11,swearing,7,Smell,5
Name Something Puppets Are Unable To Do On Their Own,Talk,66,Walk,13,Dance,5,Sing,4,Stand,3,Smile,3
What Are Some Milestones That A Baby Reaches In Their First Year?,Walking,60,Crawl,15,First Word,13,First Tooth,5,Sitting Up,3,Smiling,3
Name Something That Gets In Your Eye And Irritates It.,Dust,37,Dirt,29,Eyelash,14,Bug,6,Soap,5,Smoke,3
Name Something You Can’t Wear To Work At An Office Job.,Shorts,33,Jeans,32,Mini Skirt,12,Bathing Suit,12,Cap,5,Sneakers,4
Name Something That Your Boyfriend Does That Makes You Question Why You’re Still With Him.,Cheat,33,Lie,26,Drink,20,Has Gas In Public,9,Smokes,4,Snore,4
Name Something Grandma Might Knit For You As A Gift,Sweater,50,Scarf,23,Blanket,11,Hat,6,Mittens,3,Socks,3
"If You Were Turned Into A Dolphin, Name Something You’d Have To Learn How To Do.",Swim,41,Breathe/Blow Hole,17,Jump High,14,Catch Fish,12,Balance Ball ON Nose,9,Speak Dolphin,5
Name A Popular Air Freshener Scent,Vanilla,28,Pine,18,Strawberry,15,Cinnamon,13,Lemon,10,Spice,7
Tell Me A Place Where You Often Have To Pay For Parking.,Mall,28,Hospital,18,Concert,16,Airport,15,Work/Downtown,14,Sporting Event,6
Name A Sea Creature You’d Hate To Run Into While Scuba Diving.,Shark,42,Sea Snake,30,Octopus,12,Whale,7,Electric Eel,2,Squid,2
Name A Specific Way People Might Enter A Swimming Pool,Dive,68,Feet First,10,Slowly,6,Jump Right In,4,Ladder,3,Stairs,2
Name A Reason Why Someone Might Be Able To Retire At 40.,High Paying Job,33,Military Veteran,20,Won The Lottery,20,Inheritance/Family,10,Pro Athlete,9,Started Work Early,7
Name Something A Really Smart Kid Probably Spends His Summer Doing.,Reading,50,Study,17,Summer School,15,Working,5,Camp,5,Stay On Computer,2
Name A Rule A Parent Might Have For When Their Child Goes Swimming,No Diving,33,No Running,29,Lifejacket/Floaties,14,Hor After Eating,8,No Deep Water,8,Stay Supervised,7
Name Something That Might Be Added To A Rockstar’s Tour Bus That You Wouldn’t Find On A City Bus,Bathroom,30,Bed,28,Television,12,Bar,11,Kitchen,7,Stereo,4
"Name Something You Would Rent, But Probably Not Buy.",Limo/Vehicle,37,DVD,23,Vacation Home,22,Carpet Cleaner,7,Tuxedo/Gown,5,Storage Unit,3
"Once A Baby Can Crawl, Name Something You Make Sure Is Baby-Proofed In Your House",Stairs,34,Outlets,24,Cabinets/Bleach,22,Table Corners,11,Medication,3,Stove/Oven,3
Name A Place Where A Couple Should Never Fight.,Place Of Worship,61,Restaurant,12,In Bed,10,Wedding,6,Work,4,Street,3
Name Something That Causes You To Have An Upset Stomach.,Too Much Food,31,Spicy Food,18,Spoiled Food,16,Pizza,9,Greasy Foods,6,Stress,4
Name Another Word For Lying That Makes It Sound More Innocent,Fibbing,53,White Lie,29,Telling A Story,5,Kidding,4,Tall Tale,3,Stretching The Truth,3
Name A Place Where You Would Not Want To Get Into An Argument With Your Partner.,Place Of Worship,35,Restaurant,25,In Law’s/Parnts,12,Work,10,Movie Theatre,7,Supermarket,4
Name An Animal Mentioned In The Song “12 Days Of Christmas”.,Turtle Doves,40,Partridge,27,Geese,11,Calling Birds,7,French Hens,5,Swans,3
Complete This Sentence. I Could Never Date Someone Who ___s Too Much.,Talk,33,Drink,25,Smoke,20,Eat,8,Spend,5,swear,3
Name Something People Do While They’re Gambling.,Drink,38,Lose Money,28,Smoke,14,Play Cards,8,Scream,7,Sweat,5
Name Something A Kid Might Not Be Allowed To Go In A Swimming Pool Without,Supervision,38,Life Jacket,20,Swimsuit,16,Inner Tube,14,Water Wings,9,Swimming Cap,3
What Do People Wear To Work Now That Would Have Been Considered Too Informal 50 Years Ago?,Jeans,66,Flip Flops,10,Shorts,9,Mini Skirt,6,Tennis Shoes,4,T Shirt,3
Name Something In A Hotel Room That’s Smaller Than Usual,Fridge,33,TV,24,Soap/Shampoo,14,Bathroom,12,Shower,9,Table,5
Name Something That You Need Silence In Order To Do.,Read,49,Sleep,19,Study,17,Thinik,4,Meditate/Pray,4,Take A Test,3
Name Something People Do After They’ve Eaten Too Much.,Sleep,40,Burp,17,Unbutton Pants,13,Go To Bathroom,10,Smoke Cigarettes,7,Take Antacid,7
Name Something People Might Have To Do At Traffic School.,Learn How To Drive,28,Take Driving Test,20,Learn Rules Of Road,17,Watch Videos,11,Read A Book,10,Take Notes,7
Name Something A Person Might Do While Eating Breakfast.,Read,61,Watch TV,12,Listen To Radio,11,Drink Coffee,4,Drink Juice,3,Talk,3
Name Something People Do While They’re Waiting For The Doctor.,Read A Magazine,77,Watch TV,9,Sleep,8,Eat,2,Watch A Clock,2,Talk,2
Name Something You Might Do On A First Date That Ruins It.,Pass Gas,42,Throw Up/Get Sick,18,Talk Too Much,11,Go Home Together,9,Get Drunk,7,Talk About Ex,6
"When You’ve Had A Bad Day, Name Something You’re Told To Do To Make You Feel Better.",Lay down,46,Drink,21,Smile,14,Eat,11,Cry,4,Talk About It,3
Name A “Jane” You’ve Seen On TV,Jane Fonda,52,Jane Lynch,17,Jane Krakowski,8,Jane Curtain,7,Jane Seymore,6,Tarzan’s Jane,5
Name A Type Of Person That Wears A Name Tag,Store Clerks,24,Waitress,22,Doctor,16,Police Officer,16,Nurse,11,Teacher,3
Name Something You Might Find At An Oasis,Water,53,Palm Trees,29,Camels,5,Sand,5,Flowers,4,Tents,3
Name Something Parents Worry That Their Kids Do Too Much Of.,Watch TV,48,Eat,14,Sleep,12,Party,10,Play Video Games,5,Text,4
Name Something That Celebrities And Young Children Have In Common,Spoiled,45,Crave Attention,15,Have Lots Of Toys,11,Immature,10,No Privacy,7,They Pretend,5
"Besides A Wild Cat, Name Something That “Roars.”",Engine,26,Bear,21,Crowd,19,Waterfall/Water,13,Fire,11,Thunder,8
Name An Object That Kids Pretend Is A Telephone,Banana,35,Hand,24,Shoe,17,Remote,11,Brush,6,Tin Can,4
Tell Me Something You’re Likely To Find At A Hotel Continental Breakfast.,Eggs,44,Cereal,18,Muffins,10,Coffee,9,Bagels,9,Toast,8
Name Something A Baseball Umpire Might Keep In His Locker,Facemask,45,Baseball,16,Cap,9,Cup,9,Chest Protection,7,Tobacco,5
Name A Gift That Works Well As A Stocking Stuffer,Candy,46,Socks,24,CD,13,DVD,4,Jewelry,3,Toothbrush,3
Name A Specific Sound That Has Woken You Up Before You Felt Ready To Be Awake,Alarm Clock,31,Birds,24,Phone Call,17,Kids,12,Dog Barking,9,Traffic,6
Name Something You’d Find Washed Up On The Beach,Sea Shells,38,Whale,20,MSG In A Bottle,13,Fish,12,Seaweed,11,Trash,4
Name A Famous Tower.,Eiffel Tower,41,Sears Tower,17,Tower Of Pisa,14,Watts Towers,13,Space Needle,5,Trump Tower,3
What Would The Guinness Award Winner For Longest Fingernails Have Trouble Doing?,Typing,48,Eating,17,Blowing Nose,15,Writing,10,Scratching An Itch,5,Tying Shoes,3
Name A Relative You’d Rather Not See During The Holiday,Mother In Law,53,Aunt,14,Cousin,12,Mom,6,Ex Spouse,6,Uncle,2
Name Something That Still Fits Even If You Put On A Few Extra Pounds,Shoes,28,Hat,17,Socks,17,Stretch Pants,13,Sweats,1,Underware/Bra,7
Tell Me Something A Man Teaches His Son To Do,Play Ball,34,Fish/Hunt,23,Shave,15,Drive,13,Ride A Bike,8,Use A Bathroom,4
"If You Were Going To Fill In For James Bond, Name Something You’d Have To Learn How To Do.",Drive Fast,30,Shoot,26,Fight,20,Save The World,6,Kiss Well,6,Use Gadgets,6
Name Something A Telemarketer Tries To Sell You,Phone Service,45,Magazines,20,Insurance,12,Credit Cards,7,Books,5,Vacations,4
Why Would You Call The Doctor If You’re Not Sick?,Ask A Question,36,Check Up,24,Perscription Refill,14,Doctor’s Excuse,12,Someone Else Sick,8,Vaccination,4
Name An Item In Your Home That You’d Need To Reset After Power Had Went Out,Clock,35,Microwave,32,TV,12,Computer,10,Stove,5,VCR/DVD Player,4
Name A Food Many People Have In Their Freezer Right Now,Ice Cream,24,Beef,20,Chicken,18,Pizza,15,Hot Dogs,12,Vegetables,8
Name A Snack That’s Served At Any Party,Chips And Dip,36,Crackers And cheese,18,Popcorn,14,Cake,14,Nuts,11,Vegetables,3
"If You Had A Box In The Attic labeled “Wedding,” Name Something That Would Be In It.",Dress,37,Photos,24,Cake Topper,15,Veil/Bridal Accessry,13,Invitations,5,Video Tape,4
Name A Reason You Would Not Want To Take Up Fishing.,Touch Worms,28,Smell Like fish,27,Can’t Swim,20,Boring,6,Cold,5,Wake Up Early,5
Name Something You Associate With Mickey Mouse.,Big Ears,33,Disneyland,24,Minnie Mouse,21,Cartoons,8,Donald Duck,6,Walt Disney,5
What Square Object In Your Home Could You Not Live Without?,TV,37,Computer,17,Microwave,15,Stove,14,Table,12,Washer,3
Name Something That Has An Alarm,Clock,61,Car,22,Smoke Detector,4,Home,2,Bank Vault,2,Watch,2
Name Something You Can Do In A Van That You Can’t Do In A Sports Car.,Lay Down,42,Make Love,31,Stand Up,10,Fit More People,9,Haul Stuff,5,Watch TV,3
Name Something People Add To Oatmeal,Brown Sugar,58,Milk,20,Butter,6,Fruit,5,Cinnamon,4,Water,4
Name Something A Criminal Might Do To Avoid Being Recognized In A Police Line-Up.,Shave,32,Look Down,16,Cut Hair,14,Smile,12,Dye Hair,12,Wear A Disguise,9
Name Something You May Do If You Were Trying To Woo A Cowboy.,Ride A Horse,33,Ride In Rodeo,24,Wear Boots,13,Lasso Him,12,Use Cowboy Slang,8,Wear Cowboy Hat,5
Name Something Cartoon Villains Are Always Doing That Lets You Know They’re Bad,Evil Laugh,34,Stealing,28,Fighting,16,Killing,13,Taking Over World,3,Wearing Black,3
Name Something A Couple Engaged To Be Married Might Go Shopping For.,Ring,53,House,13,Furniture,12,Mattress,9,Dishes,7,Wedding Dress,5
Name Something About Which People Always Want To Give You Their Opinion,Politics,39,Dating/Marriage,24,Parenting,16,Finances,10,Religion,7,Weight/Appearance,3
Name Something Specific A Guy Might Take With Him To The Gym,Towel,54,Gym Bag,10,Tennis SHoes,8,Deoderant,6,Change Of Clothes,4,Weights,4
Name An Animal That It’d Be Unflattering To Be Compared To,Pig,35,Elephant,22,Cow,17,Monkey,13,Dog,7,Whale,3
Which Question Do You Think Is Asked The Most At A High School Reunion?,What Do You Do,53,How Are You,16,kids,10,Married Yet,10,WhoAre You,2,Where Do You Live,2
Name Something That Might Be Described As “Strong.”,Muscle Man,32,Coffee,16,Metal/Steel,15,Odor,14,Cocktail,5,Will/Heart,4
Name Something Red In The Pizza Parlor Of A Mafia Movie.,Blood,24,Tomato Sauce,23,Pizza,13,Table Cloth,12,Pepperoni,11,Wine,9
Name Something You Might See In A Beauty Shop.,Hair Dryer,39,Scissors,26,Make Up,14,Salon Chairs,8,Shampoo,5,Women,3
Name A Superhero Who Doesn’t Fly,Spider Man,41,Batman,38,Flash,10,Incredible Hulk,3,Robin,2,Wonder Woman,2
"Name Something People Want For Christmas, That Can’t Be Put In A Box.",Car,47,Love,13,Bike,13,Pet,12,House,6,World Peace,5
Name Something People Need Good Posture To Do.,Model,35,Dance,28,Walk Confidently,13,Type,13,Play Piano,5,Yoga,4
Name Something You Associate With Brooklyn.,Brooklyn Bridge,44,Dodgers,30,New York,8,Accent,4,Subway,3,Zoo,3
Tell Me How Many Hours A Day A Teenage Girl Talks On The Phone,3,30,4,21,2,21,6,13,5,5,1,3
During Which Month Of Pregnancy Do Couples Announce It?,3,33,4,29,2,17,6,6,5,5,1,3
"Besides For Work, Tell Me How Many Hours You Spend Using Your Computer In One Day. (Numeric Only Please.)",2,31,4,19,3,18,1,14,5,11,6,4
Name The Age When Youngsters Really Start Rebelling Against Their Parents.,13,44,12,16,16,12,14,7,15,7,10,7
Name The Time Of Day A Person Is Likely To Take A Nap.,2PM,32,Noon,17,4PM,16,3PM,14,1PM,9,6PM,5
Name Someone Who Might Be On Your Roof.,Santa Claus,28,Roofer,27,Chimney Sweep,23,Burglar,11,Electrician,3,A Fiddler,2
Name A Reason You Might Be Glad To Put On A Few Pounds,Too Thin,40,Wrestler/Athlete,17,Been Sick,13,Pregnant,12,Winter/Keep Warm,9,Actor/Movie Role,6
Name A Comedian Whose Nose Is Larger Than His Talent.,Jay Leno,33,Jerry Seinfeld,23,Steve Martin,14,Jimmy Darante,9,Bob Hope,9,Adam Sandler,6
Name Something Kids Might Tell Santa In A Letter To Him,Wish List,56,Been Good,13,Leave Him Cookies,9,Name,8,Age,4,Address,3
Name An Activity That Requires Moving Your Hips.,Dancing,72,Hula Hoop,15,Running,5,Walking,2,Tai Bo,2,Aerobics,2
Name A Part On A Car Most People Would Replace Themselves,Tire,23,Lightbulb,19,Windshield Wipers,18,Spark Plugs,11,Battery,11,Air Filter,11
Name Something That Goes Up And Down,Elevator,58,Seesaw,16,Yo Yo,11,Thermometer,5,Ball,4,Airplane,2
Name Something From Home That You Wish Movie Theaters Had,Couch/Recliner,42,Bed,20,Remote Control,15,Pillows,6,Blanket,5,Alcohol,5
Name Something An Airplane Has That Your Car Doesn’t.,Wings,72,Oxygen Mask,5,Pilot,5,Jet Engine,5,Landing Gear,5,Alot More Seats,2
Name One Thing About Yourself That You Wish Would Stay The Same As You Age.,Face/Skin,39,Weight,27,Hair,23,Health,4,Personality,3,Amount Of Energy,3
Name Something People Claim To Have Seen That Others Think is Crazy,UFO,38,Elvis,21,Ghost,15,Big Foot,12,Lochness Monster,9,Angel,5
Name Something That Grows Quickly,Weeds,45,Kids,21,Grass,15,Hair,7,Plants,4,Animals,2
"Unlike A Wedding, Name A Social Event That You’d Never Want To Crash",Funeral,54,Birthday,22,Graduation,12,Baby Shower,5,Baptism,3,Anniversary,3
Name Something You See On The Set Of Every Game Show,Hast,42,Contestants,24,Lights,12,People,6,Podiums,5,Announcer,4
We Asked 100 Wives: Name Something In Your Makeup Drawer That Your Husband Wouldn’t Know What To Do With,Mascara,28,Eyeliner,24,Eyelash Curler,17,Foundation,11,Blush,10,Aplicator/Brush,4
Besides Blueberry Name A Kind Of Muffin People Eat At Breakfast.,Bran,23,Banana,22,Raisin,18,Corn,13,Chocolate Chip,11,Apple,8
What Might Somebody Do While Driving That Would Make You Think They’re Probably Arrogant?,Speed,37,Cut You Off,37,Honk,10,Talk On Phone,7,Tailgate,3,Apply Make Up,3
Name Something You Need Coins To Use.,Laundromat,38,Pay Phone,20,Parking Meter,14,Newspaper,10,Vending Machine,10,Arcade Game,2
Name Something A Cat Would Probably Do If It Felt Threatened,Hiss,33,Scratch,20,Run,15,Jump,14,Attack,7,Arch It’s Back,6
Name A College Major That Begins With The Letter “A.”,Art,34,Accounting,22,Anthropology,17,Architecture,9,Agriculture,7,Archeology,4
Name An Expensive Item That’s Often Marked Way Down At A Pre-Christmas Sale,TV,40,Computer,24,Jewelry,24,Camera,4,Video Game System,3,Article Of Clothing,3
Name Something Of Her Child’s That A Mom Would Save Forever.,Lock Of Baby Hair,40,Photos,27,Baby Teeth,18,Clothes,5,Blanket,5,Artwork,3
What Might You Do To Avoid Being Approached By A Pushy Salesperson At A Car Lot?,Walk Away,35,Leave Store,24,No Eye Contact,13,Use Cell Phone,11,Hide,7,Ask To Be Alone,4
Tell Me Something Fast-Food Employees Always Give You Too Much Of.,Ketchup/Sauce,29,Napkins,26,French Fries,20,salt,11,Ice,8,Attitude,4
Name Someone You Only See Once A Year.,Santa Clause,36,Grandparents,26,Brother/Sister,13,Cousins,12,Eye Doctor,4,Aunt/Uncle,4
Name A Food That Often Gets Burned,Toast,26,Rice,21,Eggs,18,Chicken,13,Steak,8,Bacon,5
Name A Last Minute Problem That Could Make You Late For Work,Traffic,35,Car Trouble,31,Lost Keys,11,Child Is Sick,7,No Gas,6,Bad Hair,5
Name Something You Might Do After A Bad Restaurant Experience,Complain,40,Get Sick,18,Never Return,14,Bad Tip,13,Tell Friends,8,Bad Review,4
Name A Band Instrument That Requires A Player With A Good Set Of Lungs,Tuba,43,Trumpet,23,Trombone,12,Saxaphone,1,Flute,5,Bagpipe,3
Name Something A Puppy Likes To Chew On,Bone,48,Shoes,39,Furniture,4,Toys,4,Food,2,Ball,2
Name A Place That You Wish You Had The Nerve To Go Alone,Haunted House,34,Cemetry,30,Wedding,10,Restaurant,5,Woods,4,Bar,3
Name Something You See In Horror Movies That Begins With The Letter “B.”,Blood,37,Bad Guy/Boogieman,24,Bears/Beast,16,Bones/Body,13,Butcher Knife,4,Basement,3
"Even In A Tidy House, Name One Place Where There’s Usually Junk Hidden Away.",Closet,33,Under Bed,21,Attic,18,Garage,15,Kitchen Drawer,4,Basement,4
Name Something You Might See In Someone’s Backyard That Would Tell You They Had Kids.,Swing Set,54,Bicycle,11,Swimming Pool,9,Toys,8,Sand Box,7,Basketball Hoop,4
"Besides A Bird, Name An Animal That Has Claws.",Cat,45,Bear,17,Tiger,13,Lion,10,Dog,5,Bat,5
Name A Creature That Eats Bugs,Frog,27,Spider,23,Anteater,21,Birt,12,Lizzard,9,Bat,5
Name Something You’re Hoping Is Fake At A Halloween Party Because You’d Be Afraid Of A Real One,Ghost,30,Monster,21,Witch,15,Vampire,15,Spider,10,Bat,6
Name Something That People Try To Squeeze Themselves Into.,Jeans,48,Dress,21,Car,17,Elevator,5,Bus,4,Bathing Suit,3
Name A Part Of The House Where You’re Most Likely To Set A Mousetrap.,Kitchen,48,Basement,25,Garage,11,Dining Room,7,Bedroom,5,bathroom,4
"If You Were Offered A Magic Carpet Ride, Name Something You’d Want To Add To It To Make Your Trip More Comfortable.",Seat/Cushion,53,Refreshments,15,Safety Belt,11,TV,7,Blanket,5,Bathroom,4
What Do You Need To Check To Ensure That Your Car Runs Properly?,Oil,44,Gas,20,Engine,15,Brakes,6,Tires,6,Battery,4
Name Something Little Boys Can’t Wait To Grow Up And Do.,Drive,49,Play Sports,15,Be Like Daddy,12,Shave,11,Date,8,Be A Firefighter,5
Name A Food People Serve On A Bed Of Rice.,Chicken,39,Chow Mein,19,Chop Suey,11,Fish,10,Mu Shu Pork,9,Beans,5
Name An Animal That You Commonly See At The Circus,Elephant,39,Lion,31,Tiger,15,Monkey,7,Pony,4,Bear,3
Name An Animal That Lives On Both Land And Water,Turtle,40,Alligator,16,Frog,12,Seal,12,Crocodile,7,Beaver,5
Name Something A Commercial Hints That Will Happen If You Buy The Product Advertised?,Lose Weight,40,Get Rich,17,Attract A Mate,14,Look Younger,12,Grow Hair,8,Become Happier,3
"In A New House, What Are The First Things You Unpack Because You’re Sure To Need Them Right Away?",Coffeepot/Dishes,33,Clothes/Pajamas,28,Food,12,Toilet Paper,9,Toothbrush/Soap,9,Bedding,7
Name Something A Child Would Say Is Too Short.,Hair,31,Summer Vacation,21,Pants/Clothing,18,Themselves,14,Recess/Playtime,8,Bedtime Story,6
Name A Less Than Tasty Food You’d Only Eat If You Were Camping,Beans,34,Hot Dog,26,Fish,19,Marshmellows,11,Spam,3,Beef Jerky,3
Name Something Most Doctors Carry With Them On Their Rounds.,Stethoscope,32,Clipboard,23,Thermometer,15,Gloves,12,Pen/Pencil,1,Beeper,5
Name A Part Of The Body That Starts With The Letter “B.”,Butt,54,Breasts,17,Back,10,Bone,9,Brain,5,Belly,3
Name Something That Can Be Romantic To Ride On With A Partner,Horse,44,Carriage,25,Motorcycle,10,Boat,7,Ferris Wheel,3,Bicycle,4
"If Your License Has Expired, How Do You Get To The DMV To Renew It?",Bus,25,Drive Anyway,23,Walk,19,Ask A Friend,16,Take A Cab,11,Bike,4
Name Someone Famous Who Plays The Piano.,Sir Elton John,35,Stevie Wonder,19,Liberace,13,Ray Charles,12,Beethoven,9,Billy Joel,5
Name A Color A Teenager Might Dye Her Hair That Would Annoy Her Parents,Green,32,Purple,24,Blue,16,Pink,15,Red,8,Black,5
Name A Food People Associate With The South,Grits,37,Chicken,18,Corn,12,Soul Food,8,Cajun Food,8,Black Eyed Peas,7
Name A Movie That Has Become A “Cult Classic”.,Rocky Horror,31,Pulp Fiction,20,A Clockwork Orange,15,Breakfast Club,12,Napolean Dynamite,11,Blair Witch Project,6
Name A Type Of Online Site That Asks You To Log In.,Email,31,Social Network,26,Movies/TV,13,Games,11,dating Site,9,Blog,4
Name Something You Need In Order To Go Sledding.,Sled,42,Snow,24,Hill,12,Mittens,10,Jacket,4,Boots,4
Name The Worst Thing About Being On Noah’s Ark.,Crowded,33,Smell,23,Animals,19,Cleaning Up,6,Storms,6,Boredom,5
Name A Game You Played In Gym Class But Doesn’t Offer Much Exercise?,Dodgeball,54,Tag,21,Volleyball,8,Duck Duck Goose,6,Ping Pong,4,Bowling,3
Name A Sport That A Tough Guy Might Think Is Wimpy.,Golf,29,Tennis,26,Soccer,12,Ping Pong,10,Swimming,7,Bowling,7
