Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5
Name A Heavy Animal That A China Shop Owner Wouldn’t Let Into Their Store.,Bull,47,Elephant,24,Bear,16,Lion,6,Giraffe,5
"Duct Tape Can Fix A Lot Of Things, But Name An Expensive Item That It Would Probably Be Useless To Fix.",Car/Tires,37,TV/Electronics,26,Ring/Jewelry,16,Frige/Appliance,13,Glass/Window,6
Name Something A Real Estate Agent Needs To Do His Job.,Homes For Sale,53,Car,16,Clients,11,Advertisement,8,Good Attitude,6
Name A Word That People Use To Avoid Swearing.,Darn,38,Shoot,29,Dang,15,Fudge,8,Gosh,5
Name Something You Might Pay Extra For When Renting A Car,Insurance,53,Better Stereo,13,Milage Fees,12,Bigger Car,10,GPS,7
Name A Food That’s Made From Corn.,Popcorn,29,Corn Bread,26,Tortillas/Chips,20,Gifts,9,Cornflakes/Cereal,16
Name A Public Place Where You Might Be Spotted Wearing Less Clothing Than Usual.,Beach,43,Pool,31,Nightclub,10,Spa,6,Gym,5
Name A Reason Why You’d Wake Your Spouse Up In The Middle Of The Night,Heard A Noise,41,“In The Mood”,17,Snoring,16,You’re Sick,9,Had A Nightmare,5
Name A Weather Condition That Is 4 Letters Long,Snow,41,Rain,35,Cold,13,Wind,6,Hail,3
Name Something A Cheerleader Has Lots Of.,Energy,37,Pom Pom,25,Spirit,24,Cheers,5,Hair,2
Name A Type Of Party That’s Bound To Get A Little Out Of Hand.,Bachelor(ette) Party,36,College/Frat Party,24,House Party,14,New Years Eve,10,Haloween/Costume,8
Name A Part Of A Boxer’s Body That Might Be Swollen After A Match,Cheeks,29,Eyes,27,Nose,16,Lips,10,Hands,5
Name A Specific Way That You Wish Your Life Were Like A Hollywood Movie,Have Lots Of Money,44,Find True Love,22,Live In Nice House,20,Lots Of drama,9,Happy Ending,4
Name Another Word Or Phrase People Use To Say Good-Bye,See You Later,40,So Long,21,Adios,20,Ciao,9,Hasta La Vista,5
Name Something You’d Learn To Do In Your First Swim Class,Float,68,Hold Breath,13,Doggy paddle,6,Blow Bubbles,4,Head Under Water,3
Name Something You Might Lose As You Get Older.,Memory,41,Hair,27,Teeth,11,Eye Sight,9,Hearing,6
Name A Type Of Wave That You Can’t Ride On,Tidal,39,Hand,24,Sound,16,Radio,11,Heat,4
"We Asked 100 Husbands: If Your Wife Is Staring At You Over A Holiday Dinner, What Might She Be Telling You With Her Look",I Love You,38,Your In Trouble,23,Let’s Leave,13,Stop Talking,10,Help Out/Dishes,9
Name Something That People Often Write On The Back Of Postcards,Name,30,Address,26,With Love,16,Miss You,14,Hi/Hello,11
Name A Mountain Range Known For Skiing,Rockies,35,Swiss Alps,32,Sierras,8,Appalachian,6,Himilaysa,4
"Name A Room That You’d Find In A Mansion, But Not A Regular House",Library/Study,40,Game Room,22,Pool Room,18,Parlor,9,Home Theatre,8
"On “Friendly Feud,” Name Something The Host Asks Players About.",Family,52,Name,17,Job,17,Age,7,Hometown,4
Name Something A Shy Man Might Wear To Hide His Face.,Hat/Headband,45,Glasses,24,Facial Hair,16,Scarf,9,Hood,4
Name Something You Wear That Covers Your Ears.,Ear Muffs,50,Hat,35,Headphones,5,Scarf,4,Hood,3
Name Something A Teen Might Take Off Before Going To Grandma’s House For Dinner.,Makeup,38,Hat,32,Piercing,13,Shoes,9,Hoodie,3
Name A Fictional Character With Two Identities,Superman,35,Jekyll & Hyde,33,Batman,17,Spiderman,5,Hulk,3
Name A Person You Wouldn’t Want To Get Tipsy In Front Of.,Parent,42,Boss,41,Pastor,7,Police Officer,4,In Laws,4
Name Something You’re Better Off Spending Too Much Money On Than Too Little.,Car,35,House/Home Repair,23,Food,20,Gifts,11,Insurance,9
Name Something That’s “As American As Apple Pie.”,Baseball,36,Flag,21,Hamburger,13,Chevrolet,11,Jeans,4
Name A Drink People Put Ice In.,Tea,47,Soda,24,Alcohol,14,Water,8,Juice,7
Name Something Mick Jagger Does A Lot,Sing,56,Dance,10,Yell,10,Tour,9,Jump,7
Name A Specific Part Of Your Body That The Doctor Might Say To Take Better Care Of,Heart,51,Back/Spine,24,Feet,6,Eyes,4,Kidneys,4
Name A Product Door-To-Door Salesman Used To Sell,Vacuum Cleaner,46,Cosmetics,28,Encyclopedia,11,Bible,5,Knives,4
Name A Product Door-To-Door Salesmen Used To Sell.,Vacuum Cleaner,46,Cosmetics,28,Encyclopedia,11,Bible,5,Knives,4
Name Something People Drink A Lot Of In The Summer,Lemonade,36,Iced Tea,25,Water,19,Beer,10,kool Aid,5
Name A Downside To Being The Youngest Child In The Big Family.,Hand Me Down Clothes,61,Treated Like A Baby,18,Picked On,7,No Respect,5,Lack Of Attention,4
"Real Or Fictional, Name Someone Who’s Associated With A Lamb",Mary,71,Jesus,8,Little Bo Peep,6,Shepherd,5,Lambchop (puppet),4
Name Something Twins Might Always Share.,Looks,40,Parents,27,birthday,24,Genes,5,Last Name,3
Name A Type Of Business That’s Convenient To Have In Your Neighborhood,Market/Conv Store,48,Gas Station,33,Bank,8,Restaurant,4,Laundromat,3
Which Occupation Would You Expect A Guy Named Poindexter To Have?,Scientist,41,Accountant,22,Computer Programer/Tech,19,Teacher,6,Lawyer,6
"Other Than Cotton, Name A Material Many Clothes Are Made Out Of.",Polyester,32,Silk,30,Wool,19,Nylon,10,Leather,7
Name Something That Might Be On A Toothpick Inside A Fancy Drink,Olive,59,Cherry,18,Umbrella,7,Lemon,6,Lime,4
Name A Gift That A Very Practical Woman Would Not Be Impressed By Receiving From A Man.,Flowers,38,Jewelry,27,Perfume,13,Candy,12,Lingerie,7
Name A Famous Phrase From The Wizard Of Oz?,Off To See The Wizard,28,No Place Like Home,23,Follow Yellow Brick Road,23,I’ll Get You My Pretty,13,Lions Tigers & Bears,13
Name Something People Do In The Woods That Probably Annoys The Animals Living There,Hunt,36,Relieve Themselves,33,Camp,16,Cut Down Trees,7,Litter,4
Name Something A Job Ad Should Tell You About The Job.,Pay,45,Title,25,Hours,16,Duties,9,Location,3
Name Something That Is Personalized,License Plate,47,Watch/Jewelry,23,Polio/Work Shirt,19,Towel Set,6,Luggage Tag,3
Name Something A Boss Might Ask His Secretary To Remind Him Of.,Appointments,54,Wife’s Birthday,21,Anniversary,12,Calls,8,Lunch,5
Name Something Of Yours That A Snoop Might Try To Get Access To.,Diary,54,Bank Account,20,Computer,9,Password,8,Mail,6
Name Something You’d Need If You Wanted To Look Like The Grim Reaper.,Black Hood & Cape,43,Sickle,20,Skeleton,13,Mask,11,Makeup,8
Name Something Naughty That Children Living In The White House Would Never Be Able To Get Away With,Sneaking Out,31,Shoplifting,25,Skipping School,14,Smoking/Drinking,12,Making A Mess,9
Name An Extracurricular Activity That Parents Say Is Good For A Child.,Team Sports,36,Music Lessons,22,Dance Class,21,Theatre,12,Martial Arts,3
Name A Food That Can Be Molded Into A Shape,Jello,47,Dough,28,Cheese,9,Meatloaf,5,Mashed Potatoes,5
Name A Professional Who You Hate To Call Because The Bill Is To Expensive?,Plumber,35,Lawyer,29,Doctor,24,Electrician,5,Mechanic,4
Name Something You Are Always Tempted To Steal From The Doctor’s Office.,Gloves,39,Magazine,26,Band Aids,12,Pen,11,medicine,7
Name A Type Of Profession Where You’d Be The Most Surprised To See Someone With A Tattoo.,Doctor,44,Religious Leader,32,Lawyer,8,Teacher,7,Model/Actor,6
Which Type Of Creatures Is Often The Villain In Fairy Tales?,Wolf,49,Ogre,16,Dragon,13,Witch,9,Monster,7
Name Something Football Players Wear For Protection.,Helmet,43,Cup,25,Shoulder Pads,19,Knee Pads,5,Mouth Guard,3
Name A Word Or Phrase That Begins With The Word “Mouth.”,Mouth Wash,36,Mouth Off,23,Mouth To Mouth,16,Mouthful,12,Mouthguard/Piece,10
Name A Place Where There’s Often A Line For The Women’s Restroom.,Bar,29,Concert,26,Mall,19,Restaurant,13,Movie Theatre,11
Name Something That You Can Adjust The Volume On,TV,39,Radio/Stereo,31,Computer,10,Phone,9,MP3 Player,7
Name Someone In Her Life That A Woman Might Have A Crush On?,Teacher,36,Boss,26,Friend,21,Doctor,11,Neighbor,3
"Name Something A Boy Scout Wouldn’t Need To Start A Fire, But You Do",Matches,46,Lighter,25,Gasoline,12,Kindling,11,newspaper,4
What Words Do Kids Usually Use To Describe Something They Like?,Cool,51,Awesome,18,Yummy,14,Good,9,Nice,5
Name A Reason You’d Go By A Nickname Instead Of Your Full Name,Shorter,44,Dislike Full Name,31,Friends/Family Insist,12,Rare Name/Hard To Say,7,Nickname Sounds Cool,5
Name Something Every Newlywed Hopes Their Mother-In-Law Will Be Like,Quiet,33,Good Cook,20,Not Nosey,16,Lives Far Away,10,Nie,10
Name Something You’ve Come To Realize You’re Too Old To Put Up With.,Kids,34,Drama/Gossip,29,Dating,15,Noise,12,Nightlife,8
Tell Me A Reason Why A Kid Would Not Go Swimming All Summer Long,Can’t Swim/Afraid,31,In Cast,23,Grounded,17,Cold Weather,11,No Pool,5
Name Something You Would Buy A Lot Of When Hosting A New Year’s Party.,Drinks,54,Food,27,Decorations,11,Utensils,4,Noise Makers,3
Name A Sign You Might See Posted In A Restaurant.,No Smoking,78,Restrooms,7,Wait To Be Seated,5,No Shirt No Service,2,Not Resp. For Items,2
Name A Food That You Rinse Off Of A Dish Immediately Or It Becomes Hard As A Rock,Egg,31,Cheese Sauce,29,Pasta,18,Mashed Potatoes,12,Oatmeal/Cereal,8
Name Something You’d Find On The Cover Of A Novel.,Authors Name,44,Title,38,Blurb,8,Picture,6,On Best seller List,4
"Name Something At A Rock Concert That You Don’t Pay To See, But See Anyway.",Fights,31,Drinking/Drugs,29,Crowds,19,Skimpy Outfits,13,Opening Band,6
Name A Movie Involving An Elephant.,Dumbo,48,Tarzan,19,Jungle Book,17,Jumanji,7,Operation:Dumbo Drop,4
Name A Place Where It’s Always Rainy.,Seattle,50,Rainforest,22,London,14,Florida Everglades,4,Oregon,4
Name A Shakesphere Character Who Most People Have Heard Of.,Romeo,56,Hamlet,20,JulietteJuliet,15,MacBeth,3,Othello,3
Name Something Construction Workers Wear,Hard Hat,67,Tool Belt,14,Boots,8,Orange Vests,4,Overalls,4
Name Something A Couple Might Worry About Having Less Of Once They Have Children,Money,60,Intimacy,16,Time,13,Privacy,5,Partners Love,5
Name A Food Item A Restaurant Might Offer As “All-You-Can-Eat.”,Chicken,32,Salad Bar,26,Shrimp,21,Crab Legs,7,Pasta,6
Name Something That A Game Show Host And A Good Teacher Have In Common,Good Speaker,35,Smart,33,Sense Of Humor,19,Personality,8,Patience,3
"If You Were The Incredible Hulk, Tell Me What Part Of Your Day Would Most Likely Turn You Into A Monster.",Shopping,30,Work,25,Driving,19,Cleaning,14,Paying Bills,9
"Besides Passengers, Who Might You See At A Subway Station?",Police,42,Conductor,33,Homeless Person,11,Ticket Takers,5,Performer,3
Name Something A Woman’s Doctor Might Advise Her Not To Wear.,High Heels,45,Pantyhose,23,Makeup,12,Girdle/Corset,9,Perfume,4
Name Another Word For “Little.”,Small,39,Tiny,15,Miniature,5,Mini,3,Petite,2
"Name The Best Thing That Is Now Available Digital, But Hasn’t Always Been",TV,35,Clock,20,Canara,19,MP3/Music,14,Phone,10
Name A Type Of Book That You’re Not Expected To Read All Of.,Bible,36,Dictionary,28,Encyclopedia,15,Text Book,10,Phone Book,8
Name A Good Occupation For Someone Who Likes To Be The Center Of Attention,Actor,47,Singer,27,Teacher,12,Model,6,politician,4
"In Order To Seem Like A “Regular Guy,” Name A Place Where A Politician Might Hang Out.",Bar,38,Bowling Alley,27,Diner,23,Rock Concert,6,Pool Hall,5
Name A Business That You Wish Stayed Open Later.,Bank,27,Restaurant,24,Bar,24,Supermarket,13,Post Office,9
Name Something That Politicians Would Be Better Off Without,Big Promises,29,Money/Donors,27,Scandal,25,Media,8,Power/Control,5
What Topic Would You See In A Women’s Magazine That’s Never In A Men’s Magazine?,Make Up,37,Period,29,Fashion,12,Cooking,10,Pregnancy,10
Name Someone Bart Simpson Would Block From Becoming His Friend On Facebook.,His Dad/Homer,33,His Sister/Lisa,30,His Mom/Marge,15,The Bully/Nelson,6,Principal Skinner,3
Name Something A Caveman Might Do To Impress A Cavewoman,Kill Dinosaur,36,Beat His Chest,21,Make Fire,14,Bring Her Meat,14,Pull Her By The Hair,9
Name Something You Might Drive Over That Would Cause A Bumpy Ride,Bumps,39,Pot Holl,27,Gravel Road,12,Rocks,11,Railroad Track,4
Name A Place Where You Can Always Find A Taxi,New York,47,Airport,35,Hotel,5,Breathe,4,Railway Station,2
Name Something You Might Have To Put Up With An At Outdoor Cafe That You Wouldn’t When Eating Indoors,Bugs,31,Wind,21,Cold Weather,16,Sun,15,Rain,12
Name A Fruit They Put In Ice Cream,Strawberry,49,Peach,18,Strawberry,13,Banana,10,Raspberry,4
Name A Place Where It’s Hard To Talk Because Of All The Background Noise,Concert,53,Bar,21,Sports Game,10,Mall,5,Restaurant,5
Name Something You Cut With Scissors.,Paper,68,Hair,10,Clothes,9,Nails,5,Ribbon,3
Name An Occupation In Which You’d Probably Go Through A Lot Of Sunscreen.,Lifeguard,45,Road Construction,20,Land Scaper/Gardener,14,Farmer,11,Roofer,8
Name An Actor Who Also Has A Rock Band?,Keanu Reeves,33,Kevin Bacon,24,Bruce Willis,17,Jack Black,14,Russell Crowe,7
Name Something At A Restaurant That Might Keep Getting Refilled,Drink,58,Ketchup,13,Bread Basket,11,Salp/Pepper,11,Salad Bowl,3
Name A Instrument That Can Sound Whiny,Violin,40,Flute,28,Clarinet,19,Guitar,6,Saxiphone,4
Name Something People Know About Spiders.,8 Legs,37,They Bite,26,Make Webs,17,Poisonous,12,Scary,4
Name Something You Take A Deep Breath Before Looking At,Blood/Injury,42,Finances,2,Your Weight,16,Grades,10,Scary Movie,7
Name A Two-Word Term That Starts With “Secret.”,Secret Service,34,Secret Agent,20,Secret Admirer,19,Secret Santa,14,Secret Garden,7
Name An Occupation Where Women Are Often Portrayed As Sexy?,Nurse,33,Dancer,25,Model,17,Waitress,13,Secretary,7
Tell Me An Occupation In Which It Could Be Disastrous To Fall Asleep On The Job.,Truck Driver,43,Airplane Pilot,28,Machinist,10,Bus/Taxi Driver,8,Security Guard,6
Name Something A Costume Character May Have To Remove Their Head To Do,Eat,56,Get A Drink,17,Talk,12,Breath,9,See,5
Name Something You Buy To Go With A Guitar.,Pick,32,Case,28,Strings,18,Amp,16,Sheet Music,6
"When Wading In A Lake, Tell Me Something You Feel Against Your Feet",Pebbles,31,Sand/Mud,24,Fish,20,Seaweed,18,Shells,5
Name Something A Knight Needs For A Jousting Match,Horse,52,Sword,19,Armour,16,Lance,4,Shield,3
What Is The First Thing People Do If They Encounter A Bear In The Woods?,Run Away,55,Scream,21,Freeze,16,Hide,4,Shoot It,3
Name A Habit That Would Be Impossible To Hide From Your Spouse,Smoking,64,Drinking,12,Biting Nails,7,Gambling,7,Shopping,4
Name Something A Boy Might Wear That Is Likely To Get Him Kicked Out Of Prep School.,Hat,27,Dress/Skirt,23,Blue Jeans,18,Piercing,17,Shorts,9
Name Something You Do On Christmas And Your Birthday,Gifts,41,Eat Sweets,21,Party,15,Time With Family,13,Sing,5
Name Something A Family Might Do On Vacation At A Winter Lodge.,Ski,52,Sled,21,Ice Skate,9,Snowboard,8,Sit By Fire,5
"Name Something Parents Let Their Kids Do In The Past, That Would Make Them Seem Like Bad Parents Today",No Seatbelt,33,Unsupervised Play,24,No Bike Helmet,22,Walk To School,11,Sit In Front Seat,8
"Besides Video Games, Name Another Kind Of Game You Can Play At An Arcade.",Pinball,44,Foosball,16,Air Hockey,15,Basket Ball,14,Skee Ball,11
Name A Sport Whose Athletes Wear Hats.,Baseball,45,Golf,30,Tennis,12,Swimming,8,Skiing,3
"Tell Me Something That Kids Ride With Ease, But An Adult Would Be Afraid To Ride.",Bicycle,35,Roller Coaster,33,Skate Board,15,Horse,9,Sled,6
Name Something A Baby Learns To Do Even Before It Can Talk,Crawl,43,Walk,24,Eating Junk,12,Cry,10,Smile,4
Name Something You Hope Your Friend Doesn’t Do When House Sitting For You.,Party,44,Steal,15,Use My Clothes,15,Make A Mess,8,Smoke,8
"Other Than Drink Coffee, What Do People Do While At A Cafe",Talk,33,Read,21,Eat,20,Use Computer,18,Smoke,5
Tell Me Something You Avoid When You Are Sick,Other People,34,Work/School,29,Eating,25,Alcohol,5,Smoking,5
Name Something You Hope Doesn’t Happen When Holding Someone’s Baby.,Have To Change diaper,43,Drop It,24,Spit Up On You,16,Cry,9,Snneze/Cough On Baby,8
Name An Article Of Clothing That Makes You Feel Like You Can’t Move,Coat,30,Jeans,29,Girdle,20,Tights,10,Snow Suit,7
Name An Article Of Clothing That Makes You Feel Like You Can’t Move.,Coat,30,Jeans,29,Girdle,20,Tights,10,Snowsuit,7
Which Item Of Clothing Will You Wear More Than Once Before Washing It?,Jeans,57,Shirt,18,Coat,9,Bra,8,Socks,6
What Do People Start Having More Of In Their Car Once They Have Kids?,Toys,38,Trash,28,Car Seats,15,Food/Drink,13,Spills,4
Name Something A Person Might Do With Chewing Gum That Other People Think Is Rude.,Pop It,47,Smack,19,Blow Bubbles,13,Put Under Table,8,Spit It Out,8
Name Something You’d Need If You Wanted To Dress Up Like A Cowboy.,Cowboy Hat,62,Coyboy Boots,28,Toy Gun,4,Chaps,4,Spurs,2
Name Something A Bachelor Might Buy For His Bedroom To Make It More Romantic.,Candles,35,Mirrors,25,Colored Lights,16,Silk Sheets,11,Stereo System,6
Name Something That Causes Your Spouse To Snore Worse Than Usual.,Cold/Allergies,40,Alcohol,28,Exhaustion,21,Sleeping On Back,6,Stress,4
"Name Something Kids Use For Fun, But Adults Use For Exercise.",Bike,48,Ball,24,Jumprope,18,Trampoline,6,Swimming Pool,3
If A Person Is A Driver For A Living What Specific Type Of Vehicle Might He Drive?,Semi Truck,34,bus,25,Limo,16,Race Car,11,Taxi,5
Name Something People Like To Drink At Bedtime.,Milk,53,Water,27,Hot Chocolate,9,Juice,6,Tea,5
Name An Occupation Where People Are Paid To Tell Others What To Do (More Specific Than Boss).,Doctor,28,Lawyer,27,Fitness Trainer,15,Accountant/Broker,13,Teacher,6
Name A Type Of Sport That Might Be Cancelled Because Of Rain.,Baseball,72,Football,15,Golf,7,Soccer,4,Tennis,2
Tell Me The Worst Thing To Have Break If You’re Stuck In Bed On Doctor’s Orders,Television,45,Remote Control,20,Phone,17,Furnace/AC,10,The Bed,5
"If You Were Going To Be A Contestant On Jeopardy, Name A Specific Subject Area You’d Want To Memorize Beforehand.",History,46,Geography,24,Movies,11,Current Events,10,The Bible,3
Name Something That Your Spouse Has Accused You Of “Stealing.”,Money,54,Their Heart,24,Left Overs/Dessert,9,A Kiss,7,The TV Remote,4
Name A Kind Of Ticket People Wait In Line To Buy,Concert,45,Movie,43,Amusement Park,3,Sports,3,Theatre,2
"Many Hunters Wear Camouflage In The Woods, Name A Pattern You’d Be Surprised To See A Hunter Wear.",Polka Dots,36,Stripes,33,Floral,12,Paisley,11,Tie Dye,5
Give Me A Person’s First Name That Rhymes With “Silly.”,Billy,59,Willy,18,Lily,12,Millie,7,Tillie,3
Tell Me A Name That’s Common For Cats To Have.,Fluffy,28,Felix,21,Whiskers,20,Morris,10,Tom,6
Name Something Specific Farmers Grow In Their Fields,Corn,46,Wheat,17,Cotton,13,Carrots,6,Tomatoes,5
Name A Reason Why Some TV Commercials Are More Irritating Than Others.,Loud Sounds,38,Played Too Much,22,Too Long,15,Catchy Song,15,Too Boring,6
Name Something Cats Can Chase All Day.,Nice,38,Tail,25,Ball Of Yarn,12,Birds,10,Toy/Ball,9
Name Something You’ve Ridden On Only A Handful Of Times In Your Life.,Horse,35,Airplane,33,Roller Coaster,21,Motorcycle,14,Train,4
"Name Something You’d See At A Dog Show, But Not At A Beauty Pageant.",Dogs,53,Leash,24,Poop,10,Collar/Tag,6,Trainers,5
Name Something A Camper Does While Camping That He Wouldn’t Do At Home.,Build A Fire,35,Hike,18,Sing Campfire Songs,17,Sleep In A Tent,14,Use A Latrine,10
Name Something You See Cheerleaders Do That Would Look Strange To See People Doing Otherwise.,Splits,31,Shouting,27,Cartwheel,15,Pyramid,13,Use Pom Poms,11
"Name Something People Don’t Want To Do In Front Of Somebody They’re Dating, Until They Get Serious.",Pass Gas,60,Show Affection,13,Eat,9,Undress,9,Use The Restroom,4
Name Something People Associate With Niagara Falls.,Waterfall,74,Hioneymoon,11,Weddings,8,Barrels,5,Vacation,2
Name Something Cats Hate,Dogs,54,Water,33,Grab Their Tail,3,Mouse,3,Vacuum Cleaner,2
"Besides Chocolate Chip, Name A Popular Cookie",Oreo,44,Oatmeal,22,Peanut Butter,17,Sugar,8,Vanilla Wafers,3
Name A Country To Which American Jobs Are Being Outsourced,China,28,Mexico,27,India,21,Japan,14,Vietnam,5
Name Something You Might Know Your Partner’s Password For,E Mail,40,Computer,23,Bank Account,20,Credit Card,7,Voice Mail,4
Name A Place Where People Are Asked To Rise,Place Of Worship,44,Court,30,School,12,Sporting Event,10,Wedding,5
Name Something People Carry On Their Shoulders.,Backpacks,43,Purses,33,Kids,12,Monkey,5,Weight Of The World,2
Name Something You Want To Know When You Run Into A Friend You Haven’t Seen In Years?,Married?,31,How Are You?,29,Your Name Again…?,16,Have Kids?,12,What Do You Do?,9
Name Something In Your Car That Can Be Turned On And Off.,Radio,28,Engine,26,Lights,23,Heater/AC,13,Wipers,5
Name A Reason A Person Might Wear A Disguise.,Halloween Party,41,Robber/On The Run,27,Undercover Spy,12,Celebrity,10,Witness Protection,7
Name Something You Can’t Be Afraid Of If You Want To Become A Fisherman,Water,49,Fish,21,Hooks,15,Boats,8,Worms,7
Name A Type Of TV Show A Man Might Be Embarrassed To Say He Watches A Lot Of.,Soap Opera,61,Cartoons,13,Talk show,10,Game Show,8,Wrestling,5
Tell Me Something You’d Hear On The Radio That Would Lead You To Believe That The Host Is Inexperienced.,Stuttering,39,Dead Air,31,Profanity,12,Belch/Cough,10,Wrong Song,6
Name A Place That Might Be Dimly Lit.,Restaurant,42,Bar,31,Movie Theater,11,Basement,5,Alley,4
Name Something You Might Find Inside Of A Plastic Egg.,Candy,63,Pantyhose,18,Toys,10,Money,5,Balls,4
Tell Me A Noise That Birds Make.,Chirp/Cheep,38,Tweet,30,Caw Caw,14,Squawk,6,Cluck,5
A Young Person “Fights For Their Right To Party.” What Might An Old Person Fight For The Right To Do?,Sleep,32,Vote,25,Retire,16,Keep License,10,Get Social security,8
Name A Reason Why A Child Might Not Want Long Hair.,Hot,38,Tangles,24,Looks Like A Girl,19,Hard To Wash,7,In Their Eyes,7
Name A Drink That You Might Stir.,Coffee,50,Tea,17,Martini,12,Chocolate Milk,8,Kool Aid,7
Name An Animal You See In The Woods That You Would Be Surprised To See In The City.,Bear,38,Deer,29,Wolf,14,Fox,11,Mountain Lion,7
"Other Than For A Passenger, Name A Reason A Cab Driver Would Stop The Car.",Red Light,32,Accident,23,Traffic Jam,21,Police/Sirens,12,Needs Gas,8
Name An Article Of Clothing That Only A Neat-Freak Would Iron.,Underware,47,Socks,29,Jeans,14,Tie,5,Nightgown,3
Name A Reason A Game Show Host Might Get Fired.,Cursing,30,Intoxicated,25,Rude,19,Cheating,15,Not Funny,8
Name A Halloween Costume People Wear If They Don’t Want To Go All Out.,Ghost,50,Witch,36,Pumpkin,5,Vampire,4,Pajamas,3
Name Something You’d Find In A Hospital Waiting Room.,Magazines,58,TV,12,Pay Phone,10,Chair,9,People,6
"If Fred Flintstone Was Your Neighbor, Name Something You Wouldn’t Ask To Borrow.",Car,45,Clothes/Shoes,24,Food,15,Lawn Mower,8,Phone,3
Name An Occupation You’d Want Just For The Car.,Limo Driver,32,police Officer,25,Racecar Driver,22,Taxi Driver,11,Pizza driver,8
Name An Exercise High School Gym Teachers Make You Do.,Jumping Jacks,39,Run,27,Push Ups,23,Sit Ups,6,Pull Ups,3
Name Something That People With Roommates Do More Of In Their Bedroom Than People Without,Watch TV,34,Talk On The Phone,18,Sleep,15,Eat,14,Read/Study,13
Name Something In An Office That Makes A Lot Of Noise.,Telephones,40,Copier,26,Fax Machine,13,Printer,10,Shredder,5
Name A Specific Item That A Woman Might Not Want To Wear When She’s Pregnant.,Bikini,42,Jeans,25,High Heels,17,Mini Skirt,7,Spandex,6
"If You Moved To England, Name Something That Would Take Some Getting Used To.",British Accent,43,Weather,18,Driving On Other Side,17,Culture,12,Time Difference,4
"If Men Carried Purses, Name Something You’d Find Inside Them.",Wallet/Money,34,Cell Phone,20,Cigarettes,17,Keys,15,Tools,12
Name Something That Kids Promise Their Parents They’ll Do If They’re Allowed To Borrow The Family Car,Chores,29,Drive Carefully,27,Fill It Up,25,Make Curfew,11,Wash It,6
Name something that kids promise their parents they’ll do if they’re allowed to borrow the family car.,Chores,29,Drive carefully,27,Fill it up,25,Make curfew,11,Wash it,6
